"SASUMMARY State annual summary statistics: personal income, GDP, consumer spending, price indexes, and employment"
50000,Vermont,8,"  Real per capita personal income 4/",53726
50000,Vermont,9,"  Real per capita PCE 5/",42894
50000,Vermont,,Per capita current dollar statistics,
50000,Vermont,10,"  Per capita personal income 6/",59296
50000,Vermont,11,"  Per capita disposable personal income 7/",53323
50000,Vermont,12,"  Per capita personal consumption expenditures (PCE) 8/",46205
50000,Vermont,,Price indexes,
50000,Vermont,13,"  Regional price parities (RPPs) 9/",99.347
50000,Vermont,14,"  Implicit regional price deflator 10/",110.499
50000,Vermont,,Employment,
50000,Vermont,15,"  Total employment (number of jobs)",409390
51000,Virginia,,Real dollar statistics,
51000,Virginia,1,"  Real GDP (millions of chained 2012 dollars) 1/",478909.3
51000,Virginia,2,"  Real personal income (millions of constant (2012) dollars) 2/",475341.6
51000,Virginia,3,"  Real PCE (millions of constant (2012) dollars) 3/",327035.8
51000,Virginia,,Current dollar statistics (millions of dollars),
51000,Virginia,4,"  Gross domestic product (GDP)",556992.6
51000,Virginia,5,"  Personal income",536817.2
51000,Virginia,6,"  Disposable personal income",470939.4
51000,Virginia,7,"  Personal consumption expenditures",369718.3
51000,Virginia,,Real per capita dollar statistics (constant 2012 dollars),
51000,Virginia,8,"  Real per capita personal income 4/",55333
51000,Virginia,9,"  Real per capita PCE 5/",38069
51000,Virginia,,Per capita current dollar statistics,
51000,Virginia,10,"  Per capita personal income 6/",62189
51000,Virginia,11,"  Per capita disposable personal income 7/",54557
51000,Virginia,12,"  Per capita personal consumption expenditures (PCE) 8/",42831
51000,Virginia,,Price indexes,
51000,Virginia,13,"  Regional price parities (RPPs) 9/",100.978
51000,Virginia,14,"  Implicit regional price deflator 10/",112.313
51000,Virginia,,Employment,
51000,Virginia,15,"  Total employment (number of jobs)",5224997
53000,Washington,,Real dollar statistics,
53000,Washington,1,"  Real GDP (millions of chained 2012 dollars) 1/",538856.1
53000,Washington,2,"  Real personal income (millions of constant (2012) dollars) 2/",433804.2
53000,Washington,3,"  Real PCE (millions of constant (2012) dollars) 3/",296640.8
53000,Washington,,Current dollar statistics (millions of dollars),
53000,Washington,4,"  Gross domestic product (GDP)",612969.1
53000,Washington,5,"  Personal income",527581.8
53000,Washington,6,"  Disposable personal income",473497.6
53000,Washington,7,"  Personal consumption expenditures",356590.2
53000,Washington,,Real per capita dollar statistics (constant 2012 dollars),
53000,Washington,8,"  Real per capita personal income 4/",56385
53000,Washington,9,"  Real per capita PCE 5/",38557
53000,Washington,,Per capita current dollar statistics,
53000,Washington,10,"  Per capita personal income 6/",68350
53000,Washington,11,"  Per capita disposable personal income 7/",61344
53000,Washington,12,"  Per capita personal consumption expenditures (PCE) 8/",46198
53000,Washington,,Price indexes,
53000,Washington,13,"  Regional price parities (RPPs) 9/",107.359
53000,Washington,14,"  Implicit regional price deflator 10/",119.410
53000,Washington,,Employment,
53000,Washington,15,"  Total employment (number of jobs)",4436065
54000,West Virginia,,Real dollar statistics,
54000,West Virginia,1,"  Real GDP (millions of chained 2012 dollars) 1/",70444.2
54000,West Virginia,2,"  Real personal income (millions of constant (2012) dollars) 2/",82331.9
54000,West Virginia,3,"  Real PCE (millions of constant (2012) dollars) 3/",67875.3
54000,West Virginia,,Current dollar statistics (millions of dollars),
54000,West Virginia,4,"  Gross domestic product (GDP)",76547.9
54000,West Virginia,5,"  Personal income",80971.2
54000,West Virginia,6,"  Disposable personal income",74113.9
54000,West Virginia,7,"  Personal consumption expenditures",66537.4
54000,West Virginia,,Real per capita dollar statistics (constant 2012 dollars),
54000,West Virginia,8,"  Real per capita personal income 4/",46130
54000,West Virginia,9,"  Real per capita PCE 5/",38030
54000,West Virginia,,Per capita current dollar statistics,
54000,West Virginia,10,"  Per capita personal income 6/",45240
54000,West Virginia,11,"  Per capita disposable personal income 7/",41409
54000,West Virginia,12,"  Per capita personal consumption expenditures (PCE) 8/",37176
54000,West Virginia,,Price indexes,
54000,West Virginia,13,"  Regional price parities (RPPs) 9/",87.959
54000,West Virginia,14,"  Implicit regional price deflator 10/",97.833
54000,West Virginia,,Employment,
54000,West Virginia,15,"  Total employment (number of jobs)",841019
55000,Wisconsin,,Real dollar statistics,
55000,Wisconsin,1,"  Real GDP (millions of chained 2012 dollars) 1/",293104.9
55000,Wisconsin,2,"  Real personal income (millions of constant (2012) dollars) 2/",313787.8
55000,Wisconsin,3,"  Real PCE (millions of constant (2012) dollars) 3/",230514.1
55000,Wisconsin,,Current dollar statistics (millions of dollars),
55000,Wisconsin,4,"  Gross domestic product (GDP)",340591.1
55000,Wisconsin,5,"  Personal income",329622.8
55000,Wisconsin,6,"  Disposable personal income",294460.8
55000,Wisconsin,7,"  Personal consumption expenditures",239972.9
55000,Wisconsin,,Real per capita dollar statistics (constant 2012 dollars),
55000,Wisconsin,8,"  Real per capita personal income 4/",53798
55000,Wisconsin,9,"  Real per capita PCE 5/",39521
55000,Wisconsin,,Per capita current dollar statistics,
55000,Wisconsin,10,"  Per capita personal income 6/",55941
55000,Wisconsin,11,"  Per capita disposable personal income 7/",49974
55000,Wisconsin,12,"  Per capita personal consumption expenditures (PCE) 8/",40726
55000,Wisconsin,,Price indexes,
55000,Wisconsin,13,"  Regional price parities (RPPs) 9/",93.188
55000,Wisconsin,14,"  Implicit regional price deflator 10/",103.648
55000,Wisconsin,,Employment,
55000,Wisconsin,15,"  Total employment (number of jobs)",3582636
56000,Wyoming,,Real dollar statistics,
56000,Wyoming,1,"  Real GDP (millions of chained 2012 dollars) 1/",36268.6
56000,Wyoming,2,"  Real personal income (millions of constant (2012) dollars) 2/",35209.1
56000,Wyoming,3,"  Real PCE (millions of constant (2012) dollars) 3/",23844.0
56000,Wyoming,,Current dollar statistics (millions of dollars),
56000,Wyoming,4,"  Gross domestic product (GDP)",36330.4
56000,Wyoming,5,"  Personal income",37974.0
56000,Wyoming,6,"  Disposable personal income",34345.3
56000,Wyoming,7,"  Personal consumption expenditures",24566.4
56000,Wyoming,,Real per capita dollar statistics (constant 2012 dollars),
56000,Wyoming,8,"  Real per capita personal income 4/",60463
56000,Wyoming,9,"  Real per capita PCE 5/",40946
56000,Wyoming,,Per capita current dollar statistics,
56000,Wyoming,10,"  Per capita personal income 6/",65782
56000,Wyoming,11,"  Per capita disposable personal income 7/",59496
56000,Wyoming,12,"  Per capita personal consumption expenditures (PCE) 8/",42556
56000,Wyoming,,Price indexes,
56000,Wyoming,13,"  Regional price parities (RPPs) 9/",92.257
56000,Wyoming,14,"  Implicit regional price deflator 10/",102.612
56000,Wyoming,,Employment,
56000,Wyoming,15,"  Total employment (number of jobs)",401871

Legend/Footnotes
"1/ Chained (2012) dollar series are calculated as the product of the chain-type quantity index and the 2012 current-dollar value of the corresponding series, divided by 100. Because the formula for the chain-type quantity indexes uses weights of more than one period, the corresponding chained-dollar estimates are usually not additive. The difference between the United States and sum-of-states reflects federal military and civilian activity located overseas, as well as the differences in source data used to estimate GDP by industry and the expenditures measure of real GDP."
2/ Real personal income for states is personal income divided by the RPPs and the national PCE price index. The result is a constant dollar (using 2012 as the base year) estimate of real personal income. Calculations are performed on unrounded data.
3/ Real personal consumption expenditures for states are personal consumption expenditures divided by the RPPs and the national PCE price index. The result is a constant dollar (using 2012 as the base year) estimate of real personal consumption expenditures. Calculations are performed on unrounded data.
4/ Real per capita personal income for states is calculated using Census Bureau midyear population estimates based on the 2010 Census. BEA will incorporate midyear population estimates based on the 2020 census results when they become available.
5/ Real per capita personal consumption expenditures for states are calculated using Census Bureau midyear population estimates based on the 2010 Census. BEA will incorporate midyear population estimates based on the 2020 census results when they become available
"6/ Per capita personal income is total personal income divided by total midyear population. BEA produced intercensal population figures for 2010 to 2019 that are tied to the Census Bureau decennial counts for 2010 and 2020 to create consistent time series that are used to prepare per capita personal income statistics. BEA used the Census Bureau Das Gupta method (see https://www2.census.gov/programs-surveys/popest/technical-documentation/methodology/intercensal/2000-2010-intercensal-estimates-methodology.pdf), modified to account for an extra leap year day, to produce the intercensal population figures that will be used until Census releases its official intercensal population data."
"7/ Per capita disposable personal income is total disposable personal income divided by total midyear population estimates of the Census Bureau. BEA produced intercensal population figures for 2010 to 2019 that are tied to the Census Bureau decennial counts for 2010 and 2020 to create consistent time series that are used to prepare per capita personal income statistics. BEA used the Census Bureau Das Gupta method (see https://www2.census.gov/programs-surveys/popest/technical-documentation/methodology/intercensal/2000-2010-intercensal-estimates-methodology.pdf), modified to account for an extra leap year day, to produce the intercensal population figures that will be used until Census releases its official intercensal population data."
"8/ Per capita PCE estimates are in current dollars. Per capita values are computed from unrounded data. BEA produced intercensal population figures for 2010 to 2019 that are tied to the Census Bureau decennial counts for 2010 and 2020 to create consistent time series that are used to prepare per capita PCE statistics. BEA used the Census Bureau Das Gupta method (see https://www2.census.gov/programs-surveys/popest/technical-documentation/methodology/intercensal/2000-2010-intercensal-estimates-methodology.pdf), modified to account for an extra leap year day, to produce the intercensal population figures that will be used until Census releases its official intercensal population data."
9/ Regional price parities (RPPs) measure price level differences across regions for one time period.  Each annual set of RPPs is estimated relative to the US average for that year and thus cannot be compared meaningfully across years (see the IRPD for an adjustment that enables regional time-to-time comparisons).
10/ Implicit regional price deflators (IRPDs) are derived as the product of two terms--the regional price parity and the U.S. PCE price index.  The year to-year change in the IRPDs is an indirect measure of regional inflation.
(NA) In the latest year (NA) indicates the statistic has not yet been published. (NA) in early years indicates the statistic is not available due to source data or methodological reasons.
"  Last updated: October 6, 2022."
